gender,marital_status,product_family,product_department,product_category,month_of_year,quarter,the_year,store_sales,store_cost,unit_sales,customer_count,fact_count
M,S,Food,Frozen Foods,Frozen Entrees,5,Q2,1997,128.7900,51.2233,60.0000,18,18
M,M,Non-Consumable,Household,Paper Products,5,Q2,1997,224.2500,88.9251,95.0000,27,31
F,S,Food,Eggs,Eggs,5,Q2,1997,151.5900,61.2929,75.0000,24,24
F,S,Food,Starchy Foods,Starchy Foods,5,Q2,1997,203.9600,78.2828,100.0000,31,32
F,M,Drink,Dairy,Dairy,5,Q2,1997,149.8300,55.8538,87.0000,26,26
F,M,Food,Breakfast Foods,Breakfast Foods,5,Q2,1997,99.6600,42.2719,47.0000,16,16
F,S,Non-Consumable,Household,Kitchen Products,5,Q2,1997,139.4600,55.7744,76.0000,22,23
M,M,Drink,Beverages,Pure Juice Beverages,5,Q2,1997,93.2200,37.9657,59.0000,18,19
M,S,Non-Consumable,Health and Hygiene,Decongestants,5,Q2,1997,53.0300,20.5342,26.0000,8,8
F,S,Non-Consumable,Health and Hygiene,Hygiene,5,Q2,1997,92.8700,36.4394,57.0000,17,18
F,M,Non-Consumable,Household,Paper Products,5,Q2,1997,290.0400,114.4996,133.0000,40,43
M,S,Food,Deli,Side Dishes,5,Q2,1997,124.6100,51.4698,87.0000,25,26
F,M,Non-Consumable,Household,Kitchen Products,5,Q2,1997,133.2500,56.3868,68.0000,21,21
F,M,Non-Consumable,Household,Plastic Products,5,Q2,1997,132.1800,49.1293,52.0000,17,17
M,S,Food,Eggs,Eggs,5,Q2,1997,208.1600,80.7436,82.0000,24,25
M,S,Non-Consumable,Health and Hygiene,Cold Remedies,5,Q2,1997,134.2100,54.1343,55.0000,16,17
M,M,Drink,Beverages,Hot Beverages,5,Q2,1997,217.8900,92.9318,109.0000,32,34
M,M,Non-Consumable,Household,Candles,5,Q2,1997,43.0000,17.9608,21.0000,7,7
M,M,Non-Consumable,Periodicals,Magazines,5,Q2,1997,175.0900,68.9499,89.0000,28,30
M,S,Food,Breakfast Foods,Breakfast Foods,5,Q2,1997,174.5600,69.0345,77.0000,22,24
M,S,Food,Canned Foods,Canned Tuna,5,Q2,1997,96.3800,39.4095,50.0000,16,17
M,S,Food,Dairy,Dairy,5,Q2,1997,672.5300,268.4157,282.0000,82,94
F,S,Food,Frozen Foods,Meat,5,Q2,1997,139.1800,53.6535,45.0000,15,15
F,S,Non-Consumable,Household,Plastic Products,5,Q2,1997,94.0500,40.2356,41.0000,13,13
M,M,Food,Deli,Meat,5,Q2,1997,397.8100,164.6859,190.0000,54,59
M,M,Food,Deli,Side Dishes,5,Q2,1997,117.4900,47.3281,54.0000,16,16
M,S,Non-Consumable,Household,Kitchen Products,5,Q2,1997,162.3400,65.0411,80.0000,22,25
F,M,Drink,Beverages,Pure Juice Beverages,5,Q2,1997,160.8800,63.5388,90.0000,27,28
M,S,Food,Frozen Foods,Breakfast Foods,5,Q2,1997,109.1100,44.1025,70.0000,23,23
M,S,Food,Frozen Foods,Meat,5,Q2,1997,196.4600,78.7313,77.0000,21,22
M,S,Food,Meat,Meat,5,Q2,1997,44.5900,17.0653,23.0000,7,7
F,S,Food,Canned Foods,Canned Clams,5,Q2,1997,15.5100,7.1945,9.0000,3,3
F,M,Non-Consumable,Health and Hygiene,Hygiene,5,Q2,1997,116.2700,44.4412,71.0000,23,24
M,M,Drink,Dairy,Dairy,5,Q2,1997,130.4300,50.2518,73.0000,26,26
M,S,Food,Produce,Packaged Vegetables,5,Q2,1997,57.5200,23.0211,26.0000,8,8
M,S,Non-Consumable,Household,Plastic Products,5,Q2,1997,67.0500,26.6585,30.0000,10,10
M,S,Food,Canned Foods,Vegetables,5,Q2,1997,198.2900,77.4002,98.0000,30,30
F,S,Food,Canned Foods,Canned Anchovies,5,Q2,1997,25.2300,10.8204,11.0000,4,4
M,M,Food,Seafood,Seafood,5,Q2,1997,42.5200,14.7306,20.0000,6,6
M,M,Food,Frozen Foods,Vegetables,5,Q2,1997,227.9600,89.7334,103.0000,29,33
F,M,Non-Consumable,Carousel,Specialty,5,Q2,1997,36.5500,15.0269,24.0000,7,7
F,S,Non-Consumable,Health and Hygiene,Pain Relievers,5,Q2,1997,148.3600,63.2160,59.0000,18,19
M,M,Food,Breakfast Foods,Breakfast Foods,5,Q2,1997,97.8900,38.5610,45.0000,16,16
M,S,Food,Frozen Foods,Frozen Desserts,5,Q2,1997,199.0300,77.1417,89.0000,27,29
F,M,Food,Eggs,Eggs,5,Q2,1997,181.6400,71.0620,80.0000,24,24
F,M,Food,Produce,Fruit,5,Q2,1997,483.8100,191.0524,230.0000,65,73
M,S,Food,Seafood,Seafood,5,Q2,1997,50.0300,21.0512,20.0000,6,6
M,M,Non-Consumable,Household,Hardware,5,Q2,1997,75.8300,31.7283,39.0000,15,15
M,M,Drink,Beverages,Drinks,5,Q2,1997,85.8700,35.1528,34.0000,12,12
F,M,Food,Frozen Foods,Pizza,5,Q2,1997,231.3800,95.6456,102.0000,32,34
M,S,Food,Canned Products,Fruit,5,Q2,1997,91.8700,40.5634,51.0000,18,18
F,M,Food,Produce,Specialty,5,Q2,1997,200.1700,79.8116,92.0000,27,28
F,M,Food,Canned Products,Fruit,5,Q2,1997,91.8700,34.6406,49.0000,15,16
M,S,Drink,Beverages,Drinks,5,Q2,1997,156.6300,57.0972,56.0000,15,16
F,S,Non-Consumable,Household,Paper Products,5,Q2,1997,340.1900,138.7032,150.0000,44,48
M,M,Food,Canned Foods,Canned Anchovies,5,Q2,1997,46.5900,19.4445,19.0000,6,6
F,M,Non-Consumable,Health and Hygiene,Decongestants,5,Q2,1997,74.4200,29.4037,40.0000,13,14
M,M,Food,Eggs,Eggs,5,Q2,1997,174.8500,68.6976,74.0000,22,24
F,S,Food,Canned Products,Fruit,5,Q2,1997,41.4300,15.9273,26.0000,8,8
M,S,Food,Frozen Foods,Pizza,5,Q2,1997,125.3400,51.2538,60.0000,19,20
F,M,Food,Baking Goods,Baking Goods,5,Q2,1997,310.5700,121.4317,152.0000,49,53
F,M,Food,Meat,Meat,5,Q2,1997,55.5100,21.7978,30.0000,10,10
F,M,Food,Frozen Foods,Vegetables,6,Q2,1997,246.0800,107.5664,115.0000,30,33
F,M,Drink,Beverages,Hot Beverages,6,Q2,1997,151.4800,61.1934,65.0000,19,20
F,M,Food,Frozen Foods,Pizza,6,Q2,1997,79.5500,33.9104,43.0000,14,15
F,M,Food,Frozen Foods,Frozen Desserts,6,Q2,1997,275.4400,112.1271,130.0000,38,41
F,M,Non-Consumable,Household,Kitchen Products,6,Q2,1997,183.6400,69.7454,80.0000,24,24
M,S,Drink,Beverages,Hot Beverages,6,Q2,1997,185.6600,69.0491,87.0000,25,27
M,S,Food,Baking Goods,Baking Goods,6,Q2,1997,299.1300,116.6885,147.0000,42,47
F,S,Non-Consumable,Health and Hygiene,Hygiene,6,Q2,1997,144.7300,56.8805,83.0000,27,27
F,S,Non-Consumable,Household,Candles,6,Q2,1997,40.4300,16.3546,22.0000,7,7
M,M,Food,Frozen Foods,Meat,6,Q2,1997,119.3300,47.0270,62.0000,20,20
M,S,Non-Consumable,Household,Cleaning Supplies,6,Q2,1997,142.7200,57.8316,71.0000,24,25
M,S,Food,Baked Goods,Bread,6,Q2,1997,302.5700,120.4246,148.0000,38,46
M,S,Food,Frozen Foods,Meat,6,Q2,1997,121.4900,48.0033,49.0000,17,17
F,S,Food,Canned Foods,Vegetables,6,Q2,1997,289.5000,115.1427,130.0000,37,39
F,S,Food,Starchy Foods,Starchy Foods,6,Q2,1997,253.5600,100.4159,119.0000,35,39
F,S,Food,Canned Products,Fruit,6,Q2,1997,88.5300,34.0419,52.0000,18,18
F,S,Non-Consumable,Household,Cleaning Supplies,6,Q2,1997,85.4400,35.1733,45.0000,15,15
M,M,Non-Consumable,Household,Plastic Products,6,Q2,1997,192.1900,73.3041,73.0000,22,23
M,M,Food,Frozen Foods,Breakfast Foods,6,Q2,1997,220.3600,90.7524,121.0000,34,39
M,S,Non-Consumable,Household,Hardware,6,Q2,1997,71.7200,27.1210,38.0000,12,12
M,S,Food,Eggs,Eggs,6,Q2,1997,176.1200,68.2010,75.0000,23,23
M,S,Food,Canned Foods,Canned Oysters,6,Q2,1997,17.3200,7.3412,8.0000,2,2
F,S,Food,Baking Goods,Jams and Jellies,6,Q2,1997,461.0400,181.3301,239.0000,66,79
F,S,Food,Frozen Foods,Pizza,6,Q2,1997,90.3900,37.3907,53.0000,16,18
F,S,Drink,Beverages,Hot Beverages,6,Q2,1997,161.6500,67.3103,69.0000,24,24
M,M,Non-Consumable,Health and Hygiene,Bathroom Products,6,Q2,1997,228.3800,88.6320,130.0000,32,39
M,M,Food,Baked Goods,Bread,6,Q2,1997,310.2500,120.3010,166.0000,49,53
F,S,Non-Consumable,Health and Hygiene,Cold Remedies,6,Q2,1997,52.1600,23.0115,31.0000,10,10
F,S,Non-Consumable,Household,Kitchen Products,6,Q2,1997,232.3100,92.6935,112.0000,35,35
F,S,Food,Canned Foods,Canned Clams,6,Q2,1997,26.5500,10.8060,15.0000,5,5
M,M,Drink,Beverages,Carbonated Beverages,6,Q2,1997,76.9100,29.9157,47.0000,16,16
M,M,Food,Produce,Specialty,6,Q2,1997,232.6700,94.5052,109.0000,33,35
F,M,Food,Canned Foods,Canned Soup,6,Q2,1997,340.1500,134.0949,163.0000,47,52
M,M,Drink,Dairy,Dairy,6,Q2,1997,126.9400,53.1447,78.0000,24,26
M,M,Non-Consumable,Household,Cleaning Supplies,6,Q2,1997,111.9000,44.0259,57.0000,17,18
M,M,Food,Baking Goods,Baking Goods,6,Q2,1997,341.1700,134.8591,184.0000,56,62
M,M,Food,Canned Foods,Canned Tuna,6,Q2,1997,85.1000,34.1941,44.0000,14,14
F,M,Non-Consumable,Health and Hygiene,Bathroom Products,6,Q2,1997,204.6800,81.2559,111.0000,37,38
M,S,Food,Starchy Foods,Starchy Foods,6,Q2,1997,234.4600,92.5886,111.0000,36,38
M,S,Non-Consumable,Health and Hygiene,Pain Relievers,6,Q2,1997,177.4600,68.9513,70.0000,20,20
M,M,Food,Starchy Foods,Starchy Foods,6,Q2,1997,268.9400,107.9403,125.0000,35,38
M,M,Food,Frozen Foods,Frozen Entrees,6,Q2,1997,132.6900,52.2080,61.0000,15,18
M,S,Food,Deli,Meat,6,Q2,1997,457.7500,183.0585,193.0000,56,63
M,S,Non-Consumable,Health and Hygiene,Cold Remedies,6,Q2,1997,93.1100,38.4344,42.0000,13,13
F,S,Food,Snacks,Candy,6,Q2,1997,252.8000,99.5691,127.0000,39,40
M,S,Food,Frozen Foods,Vegetables,6,Q2,1997,309.4600,123.5573,151.0000,42,46
F,S,Non-Consumable,Household,Hardware,6,Q2,1997,93.2900,38.8116,45.0000,16,16
M,M,Drink,Beverages,Drinks,6,Q2,1997,87.1000,36.1124,36.0000,11,11
M,S,Non-Consumable,Household,Plastic Products,6,Q2,1997,119.8400,43.6556,55.0000,18,18
M,S,Non-Consumable,Health and Hygiene,Hygiene,6,Q2,1997,156.1100,62.9349,84.0000,23,26
M,S,Food,Canned Products,Fruit,6,Q2,1997,79.4900,31.5062,35.0000,11,11
F,S,Non-Consumable,Health and Hygiene,Pain Relievers,6,Q2,1997,175.6900,66.7303,75.0000,23,23
F,S,Food,Eggs,Eggs,6,Q2,1997,219.5300,84.7887,89.0000,28,29
F,S,Non-Consumable,Household,Electrical,6,Q2,1997,310.6300,125.0793,125.0000,38,41
M,M,Drink,Alcoholic Beverages,Beer and Wine,6,Q2,1997,343.7300,138.5122,171.0000,50,54
M,M,Food,Snacks,Candy,6,Q2,1997,163.9200,65.7131,92.0000,28,30
F,M,Non-Consumable,Household,Cleaning Supplies,6,Q2,1997,127.4000,52.3388,68.0000,19,21
M,M,Drink,Beverages,Hot Beverages,6,Q2,1997,178.4900,67.2144,83.0000,23,25
M,S,Non-Consumable,Household,Kitchen Products,6,Q2,1997,109.4500,46.1202,52.0000,18,18
F,S,Food,Canned Foods,Canned Soup,6,Q2,1997,275.1200,110.8120,124.0000,39,42
F,S,Non-Consumable,Household,Plastic Products,6,Q2,1997,172.9800,72.9531,56.0000,17,18
F,S,Food,Frozen Foods,Breakfast Foods,6,Q2,1997,166.7900,66.3954,97.0000,30,31
M,S,Non-Consumable,Periodicals,Magazines,6,Q2,1997,155.8500,60.0130,67.0000,21,22
M,S,Food,Breakfast Foods,Breakfast Foods,6,Q2,1997,149.1500,60.3452,74.0000,25,25
F,M,Food,Breakfast Foods,Breakfast Foods,6,Q2,1997,155.1700,57.5189,79.0000,25,25
M,S,Food,Frozen Foods,Frozen Entrees,6,Q2,1997,86.5900,35.2902,42.0000,13,13
M,S,Food,Produce,Packaged Vegetables,6,Q2,1997,51.6400,21.6313,24.0000,7,7
F,M,Food,Canned Foods,Canned Tuna,6,Q2,1997,56.5900,20.8016,30.0000,11,11
F,M,Non-Consumable,Health and Hygiene,Hygiene,6,Q2,1997,77.4400,30.9419,48.0000,15,15
F,M,Food,Starchy Foods,Starchy Foods,6,Q2,1997,180.7800,72.1298,79.0000,23,24
F,M,Food,Canned Foods,Canned Oysters,6,Q2,1997,25.2700,8.9408,12.0000,4,4
F,M,Food,Canned Foods,Vegetables,6,Q2,1997,221.3300,85.4159,93.0000,29,30
F,M,Non-Consumable,Household,Bathroom Products,6,Q2,1997,32.5700,13.5572,32.0000,9,9
F,M,Food,Deli,Side Dishes,6,Q2,1997,69.1800,28.5045,40.0000,13,13
M,M,Food,Frozen Foods,Frozen Desserts,6,Q2,1997,312.0300,128.3546,141.0000,44,47
F,M,Food,Eggs,Eggs,6,Q2,1997,188.5500,75.8498,98.0000,29,30
F,M,Non-Consumable,Periodicals,Magazines,6,Q2,1997,195.3100,77.4310,91.0000,28,28
F,M,Food,Snacks,Candy,6,Q2,1997,284.0800,111.6053,132.0000,38,44
M,M,Non-Consumable,Health and Hygiene,Pain Relievers,6,Q2,1997,138.4800,58.2310,57.0000,18,18
M,M,Non-Consumable,Household,Paper Products,6,Q2,1997,264.4100,111.7622,121.0000,35,37
M,S,Drink,Beverages,Carbonated Beverages,6,Q2,1997,105.6500,40.4245,56.0000,20,20
M,S,Food,Frozen Foods,Breakfast Foods,6,Q2,1997,156.1900,61.3882,92.0000,28,29
F,S,Drink,Beverages,Carbonated Beverages,6,Q2,1997,184.0300,75.2271,81.0000,25,25
M,M,Food,Canned Foods,Canned Clams,6,Q2,1997,50.5700,18.8476,23.0000,8,8
M,M,Non-Consumable,Household,Bathroom Products,6,Q2,1997,20.1800,7.9660,18.0000,5,5
F,S,Food,Frozen Foods,Meat,6,Q2,1997,120.1800,48.9977,48.0000,13,14
F,S,Food,Produce,Specialty,6,Q2,1997,195.3600,77.9680,89.0000,27,29
F,S,Food,Meat,Meat,6,Q2,1997,74.5400,28.7154,45.0000,15,15
M,S,Food,Canned Foods,Canned Shrimp,6,Q2,1997,46.7600,19.1441,19.0000,6,6
M,S,Drink,Beverages,Drinks,6,Q2,1997,122.8900,48.4746,47.0000,15,16
F,S,Food,Produce,Packaged Vegetables,6,Q2,1997,33.4400,14.5257,16.0000,5,5
F,S,Drink,Beverages,Drinks,6,Q2,1997,73.0600,27.5388,36.0000,11,11
F,M,Non-Consumable,Health and Hygiene,Decongestants,6,Q2,1997,51.9400,22.2727,27.0000,9,9
M,S,Non-Consumable,Household,Bathroom Products,6,Q2,1997,26.8200,10.0710,22.0000,7,7
F,S,Food,Canned Foods,Canned Tuna,6,Q2,1997,45.4500,19.5081,23.0000,8,8
F,S,Non-Consumable,Household,Bathroom Products,6,Q2,1997,18.4300,8.7871,13.0000,4,4
M,S,Non-Consumable,Carousel,Specialty,6,Q2,1997,29.6800,11.4447,17.0000,6,6
M,S,Non-Consumable,Checkout,Miscellaneous,6,Q2,1997,28.9400,10.8960,16.0000,5,5
F,M,Non-Consumable,Household,Hardware,6,Q2,1997,41.3000,16.2467,17.0000,5,5
F,M,Food,Canned Foods,Canned Anchovies,6,Q2,1997,89.1000,35.0363,33.0000,11,11
M,S,Food,Canned Foods,Canned Clams,6,Q2,1997,37.6500,14.9301,21.0000,7,7
F,S,Food,Breakfast Foods,Breakfast Foods,6,Q2,1997,176.9000,68.4971,80.0000,26,26
M,M,Food,Frozen Foods,Pizza,6,Q2,1997,180.6200,68.5764,87.0000,25,27
F,S,Food,Canned Foods,Canned Shrimp,6,Q2,1997,60.2000,24.7009,20.0000,6,6
F,M,Non-Consumable,Health and Hygiene,Pain Relievers,6,Q2,1997,137.8500,53.8201,58.0000,18,18
F,M,Drink,Beverages,Carbonated Beverages,6,Q2,1997,163.3800,63.7367,86.0000,26,27
M,M,Non-Consumable,Household,Hardware,6,Q2,1997,76.3500,29.8897,36.0000,12,12
F,M,Non-Consumable,Household,Paper Products,6,Q2,1997,365.2400,147.3429,150.0000,43,46
F,M,Non-Consumable,Household,Candles,6,Q2,1997,34.1000,13.5867,23.0000,7,7
M,M,Non-Consumable,Household,Kitchen Products,6,Q2,1997,219.6400,87.6863,95.0000,27,29
M,M,Food,Canned Foods,Vegetables,6,Q2,1997,207.5400,78.4199,100.0000,30,32
M,M,Food,Canned Foods,Canned Shrimp,6,Q2,1997,47.4100,18.9323,17.0000,5,5
F,M,Food,Frozen Foods,Frozen Entrees,6,Q2,1997,91.9400,38.0936,42.0000,13,14
F,S,Food,Seafood,Seafood,6,Q2,1997,94.1700,35.7596,44.0000,13,13
F,M,Drink,Beverages,Drinks,6,Q2,1997,123.4400,49.7104,56.0000,18,18
M,M,Non-Consumable,Household,Candles,6,Q2,1997,49.2900,19.1114,26.0000,10,10
F,M,Food,Snacks,Candy,7,Q3,1997,304.3000,123.0185,156.0000,46,51
F,M,Food,Deli,Meat,7,Q3,1997,429.1400,169.6787,199.0000,53,64
F,M,Food,Eggs,Eggs,7,Q3,1997,249.0500,95.4482,110.0000,34,36
F,M,Food,Produce,Vegetables,7,Q3,1997,1061.2700,417.6164,464.0000,117,148
F,M,Food,Produce,Packaged Vegetables,7,Q3,1997,72.0800,33.2735,31.0000,11,11
F,M,Non-Consumable,Household,Cleaning Supplies,7,Q3,1997,134.4200,53.9545,72.0000,23,25
F,M,Drink,Beverages,Hot Beverages,7,Q3,1997,182.2600,70.7190,78.0000,26,27
F,S,Food,Canned Foods,Canned Anchovies,7,Q3,1997,32.3100,12.7345,13.0000,4,4
M,M,Food,Canned Products,Fruit,7,Q3,1997,34.6900,14.1368,28.0000,8,8
M,M,Food,Dairy,Dairy,7,Q3,1997,530.8100,219.8643,246.0000,66,79
M,M,Drink,Beverages,Carbonated Beverages,7,Q3,1997,204.4100,82.7946,113.0000,30,32
M,M,Non-Consumable,Household,Cleaning Supplies,7,Q3,1997,151.8200,60.1333,77.0000,24,24
M,M,Food,Canned Foods,Canned Soup,7,Q3,1997,357.8200,142.9301,182.0000,53,57
M,M,Food,Snacks,Candy,7,Q3,1997,310.6800,123.8477,155.0000,47,50
M,M,Food,Canned Foods,Vegetables,7,Q3,1997,162.9900,62.9678,86.0000,26,28
M,M,Food,Produce,Vegetables,7,Q3,1997,898.3600,361.2186,428.0000,114,140
F,M,Non-Consumable,Health and Hygiene,Bathroom Products,7,Q3,1997,250.0300,99.5056,124.0000,38,40
F,M,Food,Produce,Specialty,7,Q3,1997,143.3900,56.6568,77.0000,24,25
F,M,Drink,Beverages,Pure Juice Beverages,7,Q3,1997,183.4000,77.2764,90.0000,31,33
M,S,Non-Consumable,Household,Paper Products,7,Q3,1997,264.2100,105.2545,128.0000,43,45
F,M,Food,Frozen Foods,Frozen Desserts,7,Q3,1997,242.2700,98.2706,116.0000,37,42
F,M,Food,Canned Foods,Vegetables,7,Q3,1997,227.9600,90.1024,107.0000,36,36
F,M,Food,Baking Goods,Baking Goods,7,Q3,1997,249.5600,99.9593,147.0000,47,51
M,M,Non-Consumable,Household,Electrical,7,Q3,1997,359.5500,139.4532,141.0000,43,45
M,M,Non-Consumable,Health and Hygiene,Hygiene,7,Q3,1997,203.9500,79.6441,108.0000,32,34
M,S,Food,Produce,Vegetables,7,Q3,1997,1087.3600,433.4952,503.0000,127,163
M,S,Drink,Beverages,Drinks,7,Q3,1997,142.3400,52.8365,58.0000,18,19
M,M,Food,Produce,Specialty,7,Q3,1997,192.8600,75.2795,91.0000,26,29
M,S,Food,Baking Goods,Baking Goods,7,Q3,1997,352.1900,132.6852,175.0000,48,56
F,S,Food,Frozen Foods,Frozen Desserts,7,Q3,1997,324.4600,128.4481,138.0000,42,46
F,S,Food,Eggs,Eggs,7,Q3,1997,245.3200,103.2637,110.0000,33,38
F,S,Food,Snacks,Candy,7,Q3,1997,298.7400,120.0691,133.0000,40,42
F,S,Food,Canned Foods,Canned Shrimp,7,Q3,1997,38.8900,13.0625,16.0000,6,6
F,S,Food,Frozen Foods,Pizza,7,Q3,1997,150.5400,63.5991,77.0000,24,25
M,M,Food,Meat,Meat,7,Q3,1997,34.8000,14.2409,26.0000,9,9
M,M,Food,Eggs,Eggs,7,Q3,1997,135.3200,56.5692,77.0000,26,26
M,M,Drink,Beverages,Hot Beverages,7,Q3,1997,182.9500,74.3561,79.0000,27,27
M,M,Food,Frozen Foods,Vegetables,7,Q3,1997,258.9800,104.6584,137.0000,38,42
M,S,Non-Consumable,Health and Hygiene,Bathroom Products,7,Q3,1997,224.1300,85.8624,112.0000,36,37
F,M,Non-Consumable,Household,Electrical,7,Q3,1997,292.7300,117.2522,130.0000,36,42
F,M,Food,Canned Foods,Canned Soup,7,Q3,1997,330.6100,130.9953,157.0000,46,49
M,S,Food,Produce,Specialty,7,Q3,1997,132.5800,49.1314,67.0000,19,22
F,M,Non-Consumable,Checkout,Hardware,7,Q3,1997,18.6100,8.4413,11.0000,4,4
M,S,Food,Seafood,Seafood,7,Q3,1997,55.7600,23.4134,28.0000,9,10
M,S,Food,Frozen Foods,Frozen Entrees,7,Q3,1997,134.3000,54.1929,61.0000,18,19
M,S,Food,Frozen Foods,Frozen Desserts,7,Q3,1997,360.4800,146.8179,176.0000,55,57
M,S,Food,Baked Goods,Bread,7,Q3,1997,358.8200,139.2317,161.0000,48,50
M,S,Food,Meat,Meat,7,Q3,1997,111.5500,46.6840,54.0000,16,17
M,M,Drink,Beverages,Pure Juice Beverages,7,Q3,1997,87.8700,32.6428,48.0000,16,16
F,S,Food,Frozen Foods,Meat,7,Q3,1997,163.0900,64.3651,66.0000,20,20
F,S,Food,Produce,Vegetables,7,Q3,1997,971.6300,383.0934,460.0000,127,153
M,S,Food,Snacks,Candy,7,Q3,1997,335.2000,131.1751,162.0000,51,54
M,S,Food,Deli,Meat,7,Q3,1997,491.2500,200.2369,229.0000,68,75
M,S,Food,Canned Foods,Canned Oysters,7,Q3,1997,47.2300,20.2146,21.0000,7,7
M,S,Drink,Beverages,Pure Juice Beverages,7,Q3,1997,141.0900,55.3075,81.0000,26,27
F,S,Food,Canned Foods,Canned Sardines,7,Q3,1997,51.6300,19.4260,31.0000,10,10
F,S,Non-Consumable,Health and Hygiene,Bathroom Products,7,Q3,1997,262.6200,104.4737,135.0000,43,46
M,M,Drink,Dairy,Dairy,7,Q3,1997,137.3700,54.0052,84.0000,26,27
F,S,Food,Canned Foods,Vegetables,7,Q3,1997,201.9600,80.6617,106.0000,34,36
F,S,Drink,Beverages,Carbonated Beverages,7,Q3,1997,145.3300,59.0082,83.0000,25,26
M,M,Non-Consumable,Health and Hygiene,Pain Relievers,7,Q3,1997,198.3600,76.3120,81.0000,25,27
M,S,Food,Frozen Foods,Pizza,7,Q3,1997,179.3200,69.7933,85.0000,27,29
M,M,Non-Consumable,Checkout,Miscellaneous,7,Q3,1997,45.7700,17.6168,24.0000,7,7
M,M,Food,Canned Foods,Canned Oysters,7,Q3,1997,36.9200,15.1942,18.0000,6,6
M,M,Food,Produce,Fruit,7,Q3,1997,542.5000,213.6366,249.0000,70,81
F,S,Food,Frozen Foods,Vegetables,7,Q3,1997,345.8500,141.8981,158.0000,44,49
M,M,Non-Consumable,Checkout,Hardware,7,Q3,1997,23.1300,9.7860,13.0000,4,4
M,S,Food,Frozen Foods,Meat,7,Q3,1997,80.7700,33.3688,35.0000,14,14
F,M,Food,Starchy Foods,Starchy Foods,7,Q3,1997,279.2700,108.5283,120.0000,37,41
F,M,Drink,Beverages,Drinks,7,Q3,1997,123.7400,46.5162,58.0000,18,18
M,S,Non-Consumable,Household,Hardware,7,Q3,1997,81.4600,31.9815,39.0000,13,13
F,S,Drink,Beverages,Drinks,7,Q3,1997,126.6800,49.8652,52.0000,16,16
F,M,Non-Consumable,Household,Hardware,7,Q3,1997,69.5500,27.0945,37.0000,12,13
M,S,Food,Eggs,Eggs,7,Q3,1997,301.0100,118.6432,127.0000,41,42
F,M,Food,Frozen Foods,Meat,7,Q3,1997,236.9300,94.5347,90.0000,26,27
M,S,Drink,Beverages,Hot Beverages,7,Q3,1997,229.1200,91.2365,109.0000,36,37
M,M,Food,Frozen Foods,Meat,7,Q3,1997,163.2900,61.6087,60.0000,19,20
F,S,Non-Consumable,Household,Hardware,7,Q3,1997,113.3100,43.1266,53.0000,15,16
F,S,Food,Starchy Foods,Starchy Foods,7,Q3,1997,266.1400,108.7951,111.0000,30,32
M,S,Non-Consumable,Checkout,Miscellaneous,7,Q3,1997,45.6200,19.3982,20.0000,5,5
F,S,Drink,Alcoholic Beverages,Beer and Wine,7,Q3,1997,311.2200,122.2578,146.0000,44,46
M,M,Non-Consumable,Periodicals,Magazines,7,Q3,1997,198.8600,80.9174,109.0000,29,32
M,M,Food,Deli,Side Dishes,7,Q3,1997,107.5700,44.4075,57.0000,18,18
M,M,Food,Seafood,Seafood,7,Q3,1997,100.6700,43.4012,44.0000,13,14
M,M,Non-Consumable,Health and Hygiene,Cold Remedies,7,Q3,1997,79.4800,31.4521,46.0000,14,14
M,S,Food,Deli,Side Dishes,7,Q3,1997,116.3500,43.0761,57.0000,20,20
M,S,Food,Canned Foods,Canned Tuna,7,Q3,1997,88.6000,33.7507,50.0000,17,17
F,M,Non-Consumable,Household,Plastic Products,7,Q3,1997,76.8600,28.6227,28.0000,9,9
F,S,Non-Consumable,Checkout,Miscellaneous,7,Q3,1997,48.2400,20.8233,27.0000,9,9
F,M,Non-Consumable,Health and Hygiene,Cold Remedies,7,Q3,1997,66.9600,27.7879,37.0000,12,12
F,M,Food,Canned Foods,Canned Tuna,7,Q3,1997,60.5500,25.3088,30.0000,9,10
F,S,Drink,Dairy,Dairy,7,Q3,1997,196.5200,77.0009,107.0000,30,32
M,M,Food,Canned Foods,Canned Shrimp,7,Q3,1997,29.9700,12.0752,11.0000,3,3
M,M,Food,Produce,Packaged Vegetables,7,Q3,1997,54.8700,20.5040,23.0000,8,8
F,S,Non-Consumable,Health and Hygiene,Pain Relievers,7,Q3,1997,128.1100,48.8409,58.0000,17,20
M,M,Food,Frozen Foods,Breakfast Foods,7,Q3,1997,189.5900,76.5688,103.0000,33,34
M,M,Non-Consumable,Carousel,Specialty,7,Q3,1997,68.1300,26.0029,38.0000,12,13
F,S,Food,Canned Foods,Canned Oysters,7,Q3,1997,49.4900,20.0818,23.0000,8,8
M,M,Food,Breakfast Foods,Breakfast Foods,7,Q3,1997,77.9600,30.6028,47.0000,15,15
F,S,Drink,Beverages,Hot Beverages,7,Q3,1997,228.6600,92.1518,105.0000,32,34
F,S,Non-Consumable,Household,Plastic Products,7,Q3,1997,152.1100,60.7631,63.0000,19,20
M,M,Food,Frozen Foods,Pizza,7,Q3,1997,137.8200,55.0729,74.0000,25,25
M,S,Food,Breakfast Foods,Breakfast Foods,7,Q3,1997,164.8700,66.5235,78.0000,26,26
M,M,Non-Consumable,Household,Hardware,7,Q3,1997,57.5200,21.1432,27.0000,8,8
